lon,lat,quart.month,alfa.rain,beta.rain,probzero.rain,loc.harg,sc.harg,sh.harg,loc.pm,sc.pm,sh.pm
-46.8,-23.14,16,0.523994235,32.32442532,0.015151515,-22.85741601,10.94564035,-0.326617933,-23.55920387,13.01286838,-0.281375753
-46.8,-23.14,17,0.475075046,28.58693087,0.015151515,-16.45169615,10.08657607,-0.269056604,-16.96915365,11.68593545,-0.221937983
-46.8,-23.14,18,0.576839196,15.40778186,0.015151515,-15.99960889,6.302775616,-0.255880274,-15.99174721,7.539436963,-0.210789381
-46.8,-23.14,19,0.633791524,21.46259768,0.015151515,-13.12615207,7.350393523,-0.386532857,-13.3160771,8.207077313,-0.373701182
-46.8,-23.14,20,0.771062223,31.49794437,0.015151515,-14.24012721,13.88047247,-0.299221667,-14.29733077,16.15978106,-0.253271373
-46.8,-23.14,21,0.392185292,45.77077564,0.015151515,-12.12263645,10.65468086,-0.405650753,-12.12827113,12.26536429,-0.366961776
-46.8,-23.14,22,0.43082983,14.6621115,0.015151515,-15.24519307,5.261623141,-0.250883855,-16.00251351,6.728067159,-0.195792042
-46.8,-23.14,23,0.350679021,28.35837588,0.015151515,-14.94947151,4.935984751,-0.520752393,-15.48702201,6.366257376,-0.448544
-46.8,-23.14,24,0.391119113,26.29015127,0.03030303,-19.89704968,6.692961296,-0.388592611,-20.83814052,9.037342172,-0.293956803
-46.8,-23.14,25,0.200580679,29.34147672,0.045454545,-17.57224948,3.077252087,-0.555034597,-18.93988682,4.362220007,-0.476169674
-46.8,-23.14,26,0.388645164,33.99734371,0.03030303,-14.5608965,8.210079963,-0.383864835,-15.68494428,9.983631188,-0.322916373
-46.8,-23.14,27,0.288436196,28.82461569,0.015151515,-17.98932708,5.094534707,-0.47752996,-19.28120452,7.160345308,-0.373238561
-46.8,-23.14,28,0.389139153,34.28882677,0.015151515,-24.98356396,6.551991983,-0.49394424,-26.02987775,7.611822363,-0.476668242
-46.8,-23.14,29,0.189024541,32.45114348,0.015151515,-21.38462768,3.760073919,-0.521340103,-22.28516729,6.000169375,-0.393885382
-46.8,-23.14,30,0.289794365,14.72919428,0.015151515,-22.65156271,3.781169425,-0.326207368,-23.07543013,5.649137541,-0.223594483
-46.8,-23.14,31,0.245732985,33.68592113,0.03030303,-23.81133,5.112947271,-0.482949288,-24.59824587,6.860175288,-0.42898538
-46.8,-23.14,32,0.469738538,22.50329878,0.045454545,-36.19176002,7.331941166,-0.298561916,-36.15225872,9.351830388,-0.224596869
-46.8,-23.14,33,0.564028947,27.66347378,0.03125,-23.99693796,12.24263703,-0.224625449,-22.87015835,14.74141159,-0.179029383
-46.8,-23.14,34,0.317552725,51.34265496,0.03125,-29.25925277,10.59146194,-0.433741791,-27.90057944,14.73926144,-0.327027735
-46.8,-23.14,35,1.013089462,16.844992,0.015625,-23.31238651,14.66920274,0.007095371,-17.9918167,17.5786274,0.112390174
-46.8,-23.14,36,0.825147082,29.95086756,0.015625,-30.85279191,18.07972887,-0.175265695,-24.27793282,21.6009988,-0.120449686
-46.8,-23.14,37,1.084821084,24.74659222,0.015151515,-19.93914487,20.64422557,-0.059781035,-13.57651932,23.70661513,0.017610934
-46.8,-23.14,38,0.895450209,24.32330941,0.015151515,-26.41854695,18.7429375,-0.061835518,-21.80560475,22.34861172,0.014146549
