Year,Month,quart.month,Rain,EP,P-EP,SPI,SPEI,Categ.SPI,Categ.SPEI
2002,12,45,340.6,470.171738324875,-129.571738324875,-0.0189819652243896,-0.21815797113549,Normal,Normal
2002,12,46,359,476.038558915386,-117.038558915386,-0.170092041226067,-0.294590948871254,Normal,Normal
2002,12,47,372.5,486.320033833106,-113.820033833106,-0.349982337216869,-0.536019845951811,Normal,Normal
2002,12,48,440.2,505.670167077171,-65.4701670771707,-0.149729841588823,-0.385361867381821,Normal,Normal
2003,1,1,520.4,505.070369117014,15.3296308829859,0.195282650216875,-0.0749791897282546,Normal,Normal
2003,1,2,610.5,497.05240528905,113.44759471095,0.589299970180241,0.369787073478974,Normal,Normal
2003,1,3,651.2,492.797404670452,158.402595329548,0.531990966314832,0.404461494078429,Normal,Normal
2003,1,4,780.4,477.193496328821,303.206503671179,1.07063862826171,1.08420390153313,mod.wet,mod.wet
2003,2,5,769.6,482.059958490631,287.540041509369,0.859313395195799,0.823363707912236,Normal,Normal
2003,2,6,775.4,482.45009335838,292.94990664162,0.795886446429078,0.732701824701614,Normal,Normal
2003,2,7,883.7,471.300081344684,412.399918655316,1.34903358864208,1.48154323325143,mod.wet,mod.wet
2003,2,8,763.3,467.086883858459,296.213116141541,0.831535759517985,0.693941852583655,Normal,Normal
2003,3,9,747.7,465.701374932044,281.998625067956,0.727939658115168,0.593776317224589,Normal,Normal
2003,3,10,786.6,458.000861042294,328.599138957706,0.996377300632091,0.93792225273486,Normal,Normal
2003,3,11,744,449.679477086284,294.320522913716,0.817344411088006,0.734183379258768,Normal,Normal
2003,3,12,684.6,431.983671871545,252.616328128455,0.628512154505734,0.53978935188341,Normal,Normal
2003,4,13,616.9,422.631001962218,194.268998037782,0.389080011900686,0.340903125223599,Normal,Normal
2003,4,14,543.9,411.678383200592,132.221616799408,0.225305683667116,0.291391193002629,Normal,Normal
2003,4,15,507.6,400.143320676428,107.456679323572,0.354772414683382,0.454497884476782,Normal,Normal
2003,4,16,361.5,395.627309870416,-34.1273098704157,-0.308143208293096,-0.306900463455523,Normal,Normal
