YEAR,MM,DD,tmed,tmax,tmin,Ra,Rain
1996,1,22,25.3,31.4,19.2,41.82,4.3
1996,1,23,24.6,29.8,19.4,41.76,0.8
1996,1,24,27.3,33.8,20.8,41.7,0
1996,1,25,27.5,33.6,21.4,41.64,0
1996,1,26,27.8,33.8,21.8,41.58,0
1996,1,27,27.3,34.2,20.4,41.52,0
1996,1,28,25.9,33.2,18.6,41.45,3.7
1996,1,29,27.6,34,21.2,41.38,11.6
1996,1,30,28.3,34,22.6,41.3,0.6
1996,1,31,27.5,33.6,21.4,41.23,0
1996,2,1,26.1,32.4,19.8,41.15,0.5
1996,2,2,26.1,31.6,20.6,41.07,0.5
1996,2,3,24.6,29.6,19.6,40.99,0
1996,2,4,24.8,29.4,20.2,40.9,1.6
1996,2,5,24.3,28.8,19.8,40.82,39.8
1996,2,6,25.1,29.4,20.8,40.73,0
1996,2,7,24.9,29.4,20.4,40.63,0.8
1996,2,8,26.1,31.6,20.6,40.54,37.3
1996,2,9,26.3,31.2,21.4,40.44,1.8
1996,2,10,26,32.2,19.8,40.35,37.1
1996,2,11,24.1,28.4,19.8,40.24,6
1996,2,12,22.8,26.6,19,40.14,3.7
1996,2,13,22.8,26,19.6,40.04,0
1996,2,14,23.3,27.8,18.8,39.93,0
1996,2,15,26,31.8,20.2,39.82,0
1996,2,16,25.8,32,19.6,39.71,0
1996,2,17,26.4,31.8,21,39.6,0
1996,2,18,26.7,32.6,20.8,39.48,0
1996,2,19,25.4,31.6,19.2,39.36,0.4
1996,2,20,24.7,30.8,18.6,39.23,19.5
1996,2,21,24.9,31,18.8,39.11,0
1996,2,22,25.1,30.6,19.6,38.98,0.5
1996,2,23,25.5,31,20,38.86,0
1996,2,24,25.9,30.6,21.2,38.72,0.9
1996,2,25,26.4,32.4,20.4,38.6,2.3
1996,2,26,26.5,31.4,21.6,38.46,0
1996,2,27,25.2,30.4,20,38.32,10.5
1996,2,28,25.4,30.4,20.4,38.18,30.8
1996,2,29,25.2,30,20.4,38.04,20.2
1996,3,1,23.8,27.4,20.2,37.9,8.2
1996,3,2,24.8,29,20.6,37.75,6.3
1996,3,3,24.5,29.6,19.4,37.6,0
1996,3,4,23.9,29,18.8,37.45,1.3
1996,3,5,24.4,30,18.8,37.3,0.8
1996,3,6,25.3,30.8,19.8,37.14,0
1996,3,7,24.5,28.4,20.6,36.99,22.5
1996,3,8,23.2,26.4,20,36.83,34.3
1996,3,9,23.2,26.4,20,36.67,54.8
1996,3,10,22.5,27.2,17.8,36.51,0
1996,3,11,22.8,27.8,17.8,36.35,0
1996,3,12,23.2,27.2,19.2,36.18,0
1996,3,13,23.6,29.8,17.4,36.02,0
1996,3,14,24.9,31.4,18.4,35.85,0.2
1996,3,15,23.4,27,19.8,35.68,1.8
1996,3,16,24.3,29.8,18.8,35.51,27.5
1996,3,17,22.6,26.6,18.6,35.34,27.9
1996,3,18,24.7,30.2,19.2,35.16,0
1996,3,19,24.8,30.4,19.2,34.99,0
1996,3,20,23.7,28.2,19.2,34.82,3.4
1996,3,21,23.7,28.2,19.2,34.64,0
1996,3,22,23.5,28.8,18.2,34.46,0
1996,3,23,24.9,30,19.8,34.28,0
1996,3,24,24.9,30.4,19.4,34.1,0
1996,3,25,24.7,30,19.4,33.92,0
1996,3,26,25.2,31.6,18.8,33.74,0
1996,3,27,26.4,32.4,20.4,33.56,0
1996,3,28,25.1,31.4,18.8,33.38,13.2
1996,3,29,26,31.2,20.8,33.2,0
1996,3,30,26.4,32,20.8,33,0
1996,3,31,26.1,32.4,19.8,32.82,0
1996,4,1,25.4,32.4,18.4,32.63,31.8
1996,4,2,26,32,20,32.45,0
1996,4,3,25.7,32.2,19.2,32.27,14
1996,4,4,26.4,32,20.8,32.08,0
1996,4,5,25.2,30.6,19.8,31.89,0
1996,4,6,25.4,31.2,19.6,31.71,0
1996,4,7,25.4,32.2,18.6,31.52,0
1996,4,8,25.5,30.8,20.2,31.33,0
1996,4,9,25.6,31.2,20,31.15,0
1996,4,10,25.4,31.4,19.4,30.96,0
1996,4,11,22,24.4,19.6,30.78,11.5
1996,4,12,22.8,25.8,19.8,30.59,0.1
1996,4,13,23.5,27.2,19.8,30.4,3.5
1996,4,14,24.6,29,20.2,30.22,0.5
1996,4,15,24,29,19,30.03,0
1996,4,16,23.7,28,19.4,29.85,0.1
1996,4,17,21.9,24.4,19.4,29.67,6.5
1996,4,18,18.4,22,14.8,29.49,0
1996,4,19,18.2,23.6,12.8,29.31,0
1996,4,20,19.5,24.8,14.2,29.13,0
1996,4,21,20.3,26.2,14.4,28.94,0
1996,4,22,20.4,26.6,14.2,28.76,0
1996,4,23,21.2,27.6,14.8,28.59,0
1996,4,24,21.7,28.2,15.2,28.41,0
1996,4,25,21.8,29.4,14.2,28.24,0
1996,4,26,21.1,25.6,16.6,28.06,0
1996,4,27,20.2,24,16.4,27.89,0
1996,4,28,21.9,27.2,16.6,27.73,0
1996,4,29,21.4,27.4,15.4,27.55,0
1996,4,30,20.4,26,14.8,27.39,0
1996,5,1,19,23.2,14.8,27.22,0
1996,5,2,18.8,24,13.6,27.06,0
1996,5,3,19.7,24.4,15,26.9,0
1996,5,4,20.3,26.8,13.8,26.74,0
1996,5,5,21.3,27.4,15.2,26.59,0
1996,5,6,21.2,27,15.4,26.43,0
1996,5,7,21.3,27.2,15.4,26.27,0
1996,5,8,21.7,27.8,15.6,26.13,0
1996,5,9,20.7,25.8,15.6,25.98,0
1996,5,10,19.7,23,16.4,25.83,0
1996,5,11,18.4,23.6,13.2,25.69,12.5
1996,5,12,19.6,26.4,12.8,25.55,0
1996,5,13,19.6,27.8,11.4,25.41,0
1996,5,14,20.1,28,12.2,25.27,0
1996,5,15,22.1,27,17.2,25.14,0
1996,5,16,17.4,22.4,12.4,25.01,19.4
1996,5,17,20.3,25,15.6,24.88,1
1996,5,18,18,20.6,15.4,24.75,0
1996,5,19,19.4,24.4,14.4,24.63,1.6
1996,5,20,19.9,25,14.8,24.51,0
1996,5,21,20.7,25.4,16,24.4,0
1996,5,22,19.5,22,17,24.29,0.1
1996,5,23,20.9,25.4,16.4,24.17,1.9
1996,5,24,19.2,22.2,16.2,24.07,0.3
1996,5,25,17.1,22.8,11.4,23.97,0
1996,5,26,17.6,23.8,11.4,23.86,0
1996,5,27,19.6,27.8,11.4,23.77,0
1996,5,28,18.6,24.2,13,23.67,0
1996,5,29,18.5,23.6,13.4,23.59,0
1996,5,30,18.5,24.8,12.2,23.5,0
1996,5,31,19.3,26.8,11.8,23.41,0
1996,6,1,19.2,26.8,11.6,23.34,0
1996,6,2,16.1,19.8,12.4,23.26,0
1996,6,3,17.1,22,12.2,23.19,0
1996,6,4,18.4,24,12.8,23.12,2.2
1996,6,5,18.4,23.8,13,23.06,0
1996,6,6,18.2,23.4,13,23,0
1996,6,7,17.2,24.2,10.2,22.94,3.8
1996,6,8,16.4,23.4,9.4,22.89,0
1996,6,9,16.4,22.6,10.2,22.84,0
1996,6,10,18.3,24.2,12.4,22.79,0
1996,6,11,17,23,11,22.75,0
1996,6,12,17.5,24,11,22.71,0
1996,6,13,17.7,24.2,11.2,22.67,0
1996,6,14,19.1,26.2,12,22.65,0
1996,6,15,19.2,26,12.4,22.62,0
1996,6,16,19.6,28,11.2,22.59,0
1996,6,17,20.6,28.8,12.4,22.58,0
1996,6,18,21.9,29.6,14.2,22.56,0
1996,6,19,21.2,28.4,14,22.55,0
1996,6,20,21,27.2,14.8,22.54,0
1996,6,21,20.9,28.6,13.2,22.54,0
1996,6,22,20.2,27,13.4,22.54,0
1996,6,23,20.2,27.4,13,22.54,0
1996,6,24,19.9,26.4,13.4,22.55,0
1996,6,25,22.2,28,16.4,22.57,0
1996,6,26,22.4,29,15.8,22.58,0
1996,6,27,20.4,24.8,16,22.6,0
1996,6,28,13.7,15.4,12,22.63,12.5
1996,6,29,11.9,14.6,9.2,22.65,15.1
1996,6,30,13.6,18.6,8.6,22.69,0
1996,7,1,17.1,24,10.2,22.72,0
1996,7,2,18.7,26.8,10.6,22.77,0
1996,7,3,18.9,24.8,13,22.81,0
1996,7,4,17.8,22.6,13,22.85,2.9
1996,7,5,19.4,25,13.8,22.9,0
1996,7,6,19.7,25,14.4,22.96,0
1996,7,7,20.3,26.6,14,23.02,0
1996,7,8,20.7,26.8,14.6,23.07,0
1996,7,9,22.1,29.6,14.6,23.13,0
1996,7,10,18.4,21.8,15,23.21,0
1996,7,11,14,20.4,7.6,23.28,0
1996,7,12,12.7,18.8,6.6,23.35,0
1996,7,13,15.4,24.2,6.6,23.43,0
1996,7,14,16.6,26.6,6.6,23.52,0
1996,7,15,15.7,23.6,7.8,23.6,0
1996,7,16,17.4,23,11.8,23.69,0
1996,7,17,18.4,24,12.8,23.78,0
1996,7,18,18.6,23.2,14,23.87,0
1996,7,19,15.2,24.4,6,23.98,0
1996,7,20,19.5,29,10,24.08,0
1996,7,21,18.9,23.8,14,24.18,0
1996,7,22,12.5,17.2,7.8,24.29,0
1996,7,23,15.1,21.8,8.4,24.4,0
1996,7,24,17,24.8,9.2,24.51,0
1996,7,25,17.5,25.2,9.8,24.63,0
1996,7,26,19.4,27.8,11,24.75,0
1996,7,27,18.3,24.6,12,24.87,0
1996,7,28,19.5,26.6,12.4,25,1.4
1996,7,29,17.3,21.2,13.4,25.12,0
1996,7,30,16.3,20.6,12,25.25,0
1996,7,31,16.8,22.2,11.4,25.38,0
1996,8,1,16.6,24.2,9,25.52,0
1996,8,2,17.6,26,9.2,25.66,0
1996,8,3,17.9,26.6,9.2,25.8,0
1996,8,4,18.2,26.8,9.6,25.94,0
1996,8,5,19.5,27.2,11.8,26.08,0
1996,8,6,19.4,27.2,11.6,26.23,0
1996,8,7,20,28.2,11.8,26.39,0
1996,8,8,21.5,30.4,12.6,26.53,0
1996,8,9,22.9,32,13.8,26.68,0
1996,8,10,19.8,24.2,15.4,26.84,6
1996,8,11,18.2,22.6,13.8,26.99,5.2
1996,8,12,19.2,24,14.4,27.15,0
1996,8,13,21.6,28.4,14.8,27.31,0
1996,8,14,22,28.6,15.4,27.48,0
1996,8,15,18.6,24,13.2,27.63,15.5
1996,8,16,15.1,21.4,8.8,27.8,0
1996,8,17,17.5,25.4,9.6,27.97,0
1996,8,18,18.8,26.2,11.4,28.13,0
1996,8,19,19.2,27.2,11.2,28.3,0
1996,8,20,19.2,26.8,11.6,28.47,0
1996,8,21,20.1,27.4,12.8,28.64,0
1996,8,22,21.1,28,14.2,28.81,0
1996,8,23,22.1,29,15.2,28.99,0
1996,8,24,20.8,28.2,13.4,29.16,0
1996,8,25,21.1,28.2,14,29.33,0
1996,8,26,22.3,31.2,13.4,29.51,0
1996,8,27,23.5,32.2,14.8,29.69,0
1996,8,28,22.6,28.4,16.8,29.86,0
1996,8,29,21.3,25.4,17.2,30.04,0
1996,8,30,23.2,29.4,17,30.21,0
1996,8,31,24.5,31.8,17.2,30.4,0
1996,9,1,21.6,24.4,18.8,30.58,0
1996,9,2,20.2,26.8,13.6,30.75,5.2
1996,9,3,19.6,25,14.2,30.93,0.3
1996,9,4,19.3,22.8,15.8,31.1,31
1996,9,5,18.6,21,16.2,31.29,2.3
1996,9,6,18.3,21.2,15.4,31.47,17.9
1996,9,7,19.7,26.2,13.2,31.64,0.2
1996,9,8,21.6,28.6,14.6,31.82,0
1996,9,9,19,21.8,16.2,32,39.6
1996,9,10,15.8,16.8,14.8,32.18,21.7
1996,9,11,15.2,18.6,11.8,32.36,21.1
1996,9,12,18.2,24,12.4,32.54,1
1996,9,13,20.5,27,14,32.71,0
1996,9,14,21.4,27.4,15.4,32.89,0
1996,9,15,21.6,28,15.2,33.07,0
1996,9,16,21.6,27.4,15.8,33.24,0
1996,9,17,20.2,24.2,16.2,33.42,0.6
1996,9,18,18,23,13,33.59,0
1996,9,19,20.4,27.4,13.4,33.77,0
1996,9,20,21.5,28.4,14.6,33.95,0
1996,9,21,23,30.4,15.6,34.12,0
1996,9,22,24,30.8,17.2,34.29,0
1996,9,23,24.4,32,16.8,34.46,0
1996,9,24,23.9,30,17.8,34.63,0.2
1996,9,25,21.7,26,17.4,34.8,2.5
1996,9,26,22.6,28,17.2,34.97,0.3
1996,9,27,23.3,28.6,18,35.13,0
1996,9,28,20.9,24.8,17,35.3,0
1996,9,29,22.3,29.2,15.4,35.47,6
1996,9,30,22,28.8,15.2,35.62,0
1996,10,1,20.6,26.2,15,35.79,0
1996,10,2,23.3,31,15.6,35.94,0
1996,10,3,19.1,22.2,16,36.1,20.4
1996,10,4,20.9,28,13.8,36.26,51
1996,10,5,23.2,30.4,16,36.41,0
1996,10,6,24.9,30.4,19.4,36.56,0
1996,10,7,21.6,25.4,17.8,36.72,11.8
1996,10,8,20.7,26,15.4,36.87,0
1996,10,9,22,28.2,15.8,37.02,0
1996,10,10,23.5,30,17,37.17,0
1996,10,11,23.5,29,18,37.31,28.1
1996,10,12,25,30.6,19.4,37.45,0
1996,10,13,22.6,27,18.2,37.6,24
1996,10,14,21.6,24,19.2,37.74,16.5
1996,10,15,19.4,23.4,15.4,37.88,0
1996,10,16,20.7,26.8,14.6,38.02,0
1996,10,17,22.2,29.2,15.2,38.15,0
1996,10,18,23.1,30.4,15.8,38.28,0
1996,10,19,25.6,31.2,20,38.41,0
1996,10,20,23.7,29.2,18.2,38.54,1.8
1996,10,21,22.5,26.2,18.8,38.67,0.5
1996,10,22,23.7,30.2,17.2,38.79,0
1996,10,23,24.8,31,18.6,38.92,0
1996,10,24,22.2,28.2,16.2,39.04,0
1996,10,25,21.2,25.6,16.8,39.16,0.3
1996,10,26,21.6,25.6,17.6,39.28,4.6
1996,10,27,20.8,22.4,19.2,39.39,0.3
1996,10,28,22.7,27.4,18,39.5,7.8
1996,10,29,23.9,30.6,17.2,39.61,0
1996,10,30,24.4,31.2,17.6,39.72,0
1996,10,31,25.4,32.4,18.4,39.82,0
1996,11,1,23.5,28,19,39.93,5.4
1996,11,2,22.2,25.8,18.6,40.03,5
1996,11,3,21.8,24.6,19,40.13,16.5
1996,11,4,19.8,26,13.6,40.23,5.8
1996,11,5,22.2,28.2,16.2,40.32,0
1996,11,6,23,30.4,15.6,40.42,0
1996,11,7,24.4,31.6,17.2,40.51,0
1996,11,8,25.8,31.4,20.2,40.6,0
1996,11,9,25.1,31.4,18.8,40.69,0
1996,11,10,25.3,32.8,17.8,40.77,0
1996,11,11,25.9,30.2,21.6,40.86,0
1996,11,12,26.9,29,24.8,40.94,0
1996,11,13,24.9,25.8,24,41.01,0.3
1996,11,14,23.6,25.4,21.8,41.09,3.4
1996,11,15,24.1,26.6,21.6,41.17,4.4
1996,11,16,24.4,27.2,21.6,41.25,14.5
1996,11,17,25.8,28.6,23,41.32,22.2
1996,11,18,26,28.6,23.4,41.39,27.9
1996,11,19,23.9,27.2,20.6,41.45,0
1996,11,20,21.7,20.8,22.6,41.52,34.4
1996,11,21,19.7,18.4,21,41.58,22.8
1996,11,22,19.8,19,20.6,41.63,1
1996,11,23,21.5,25.2,17.8,41.68,7.4
1996,11,24,22.7,28,17.4,41.72,0
1996,11,25,22.8,29,16.6,41.77,0
1996,11,26,21.2,27.2,15.2,41.83,0
1996,11,27,21.9,28.4,15.4,41.88,0
1996,11,28,22.3,29,15.6,41.93,0
1996,11,29,22.5,29.2,15.8,41.98,0
1996,11,30,22.5,26.2,18.8,42.03,0
1996,12,1,21.8,26.8,16.8,42.09,2.7
1996,12,2,22.6,28,17.2,42.12,0
1996,12,3,23.5,27.4,19.6,42.16,0
1996,12,4,22.5,26.8,18.2,42.2,0.4
1996,12,5,23.9,28.8,19,42.23,0.4
1996,12,6,24.9,31,18.8,42.27,7
1996,12,7,24.4,28.6,20.2,42.3,12.9
1996,12,8,23.8,28.6,19,42.33,14.1
1996,12,9,25.1,32,18.2,42.35,0
1996,12,10,25.1,31.4,18.8,42.38,0
1996,12,11,23.9,28.6,19.2,42.4,0.3
1996,12,12,23.9,28.6,19.2,42.43,22.4
1996,12,13,24.6,28.8,20.4,42.46,24.7
1996,12,14,24.8,29.4,20.2,42.47,9.8
1996,12,15,24.4,30.8,18,42.49,8.4
1996,12,16,24.8,30,19.6,42.51,0
1996,12,17,22.1,25.2,19,42.53,7.8
1996,12,18,23.5,28.4,18.6,42.53,21
1996,12,19,25.6,31.8,19.4,42.54,0
1996,12,20,25.8,30.8,20.8,42.55,6.6
1996,12,21,24.2,29.2,19.2,42.56,21.8
1996,12,22,24,27,21,42.57,1.2
1996,12,23,23.9,28.6,19.2,42.57,41.6
1996,12,24,24.9,30.2,19.6,42.57,0
1996,12,25,25.8,31.8,19.8,42.56,0
1996,12,26,25.8,32.2,19.4,42.56,0
1996,12,27,26.7,31.2,22.2,42.56,0
1996,12,28,25.3,29.2,21.4,42.55,0
1996,12,29,22.8,24.8,20.8,42.54,25.8
1996,12,30,23.3,25.6,21,42.53,18
1996,12,31,26,30.2,21.8,42.52,2.6
1997,1,1,24.8,29.8,19.8,42.51,0.2
1997,1,2,23.3,26.2,20.4,42.49,0
1997,1,3,22.3,25.8,18.8,42.47,0
1997,1,4,23.3,27.6,19,42.46,0
1997,1,5,24.2,29.8,18.6,42.44,0
1997,1,6,24.2,30,18.4,42.41,0
1997,1,7,24.9,31.2,18.6,42.39,0
1997,1,8,26.4,31.8,21,42.36,0
1997,1,9,23.5,27.4,19.6,42.34,20.6
1997,1,10,24.4,28,20.8,42.31,1
1997,1,11,23.2,27.6,18.8,42.28,33.7
1997,1,12,24.6,28.8,20.4,42.24,33.9
1997,1,13,24.8,29,20.6,42.21,19.7
1997,1,14,25.2,29.2,21.2,42.16,0.4
1997,1,15,25.9,31.4,20.4,42.12,8.5
1997,1,16,23.3,25.8,20.8,42.08,22.4
1997,1,17,24.9,29.2,20.6,42.03,7.1
1997,1,18,23.8,29.4,18.2,41.99,0
1997,1,19,25.1,30,20.2,41.94,0
1997,1,20,24.5,29.4,19.6,41.89,52.4
1997,1,21,24.4,29,19.8,41.84,33.1
1997,1,22,25.2,28.8,21.6,41.77,0.6
1997,1,23,23.6,27.8,19.4,41.71,43.7
1997,1,24,21.9,24,19.8,41.66,14.9
1997,1,25,23.7,27.6,19.8,41.59,8
1997,1,26,23.2,25.8,20.6,41.53,0
1997,1,27,23.6,27.8,19.4,41.46,13.5
1997,1,28,24.3,29,19.6,41.39,26.7
1997,1,29,24.5,29.4,19.6,41.32,9
1997,1,30,25.9,31,20.8,41.25,0
1997,1,31,24.8,29.4,20.2,41.17,6.7
1997,2,1,25,29.6,20.4,41.09,14.5
1997,2,2,22.9,25.8,20,41.01,0
1997,2,3,22.8,27.2,18.4,40.93,29.5
1997,2,4,24.9,30.6,19.2,40.84,0
1997,2,5,26.1,31.4,20.8,40.76,0
1997,2,6,25.2,31.4,19,40.67,0
1997,2,7,25.8,31.6,20,40.57,0
1997,2,8,25.6,31,20.2,40.48,0
1997,2,9,25.2,30.8,19.6,40.38,12.9
1997,2,10,25,31.6,18.4,40.28,0.7
1997,2,11,24.9,31,18.8,40.18,0.5
1997,2,12,25.2,31.2,19.2,40.07,0
1997,2,13,24.8,30,19.6,39.96,0
1997,2,14,24.5,30.4,18.6,39.86,6.2
1997,2,15,24.1,28.4,19.8,39.74,15.2
1997,2,16,24.3,28.8,19.8,39.62,2.5
1997,2,17,23.5,29.6,17.4,39.51,97.4
1997,2,18,22.5,26.6,18.4,39.39,14.4
1997,2,19,24,30,18,39.27,0
1997,2,20,24.2,29.6,18.8,39.15,0
1997,2,21,25.2,30.8,19.6,39.02,0.2
1997,2,22,26.1,31.8,20.4,38.89,0
1997,2,23,26.4,32,20.8,38.76,0
1997,2,24,25.8,30.8,20.8,38.63,0
1997,2,25,25.2,30,20.4,38.5,0
1997,2,26,25.7,31.2,20.2,38.36,2.7
1997,2,27,25.6,31.4,19.8,38.22,0
1997,2,28,24.2,29.2,19.2,38.08,0
1997,3,1,23.4,28.4,18.4,37.94,0
1997,3,2,22.8,28.4,17.2,37.79,0
1997,3,3,23.5,29,18,37.64,0
1997,3,4,22,28.2,15.8,37.49,44.7
1997,3,5,23.1,29,17.2,37.34,0
1997,3,6,23.4,29.4,17.4,37.19,2.4
1997,3,7,24.4,31,17.8,37.03,0
1997,3,8,24.5,31,18,36.88,3.6
1997,3,9,24.9,30.4,19.4,36.72,4.8
1997,3,10,25.5,30.8,20.2,36.56,0
1997,3,11,25.4,30.8,20,36.39,0
1997,3,12,25,30.6,19.4,36.23,0
1997,3,13,25.7,31,20.4,36.06,0
1997,3,14,24.6,30.2,19,35.9,0
1997,3,15,22.7,24.8,20.6,35.73,0
1997,3,16,23,26.8,19.2,35.56,3.4
1997,3,17,23.1,27.4,18.8,35.39,0
1997,3,18,22.7,28.2,17.2,35.22,0
1997,3,19,23.4,29,17.8,35.04,0
1997,3,20,24.2,30,18.4,34.86,0
1997,3,21,23.6,29,18.2,34.68,4.3
1997,3,22,23,28.8,17.2,34.51,0
1997,3,23,23.4,29.6,17.2,34.33,0
1997,3,24,22.6,29.6,15.6,34.15,0
1997,3,25,22.8,28.6,17,33.97,0
1997,3,26,23.5,28.2,18.8,33.79,0
1997,3,27,22.7,27.4,18,33.61,0
1997,3,28,21.1,26.8,15.4,33.43,0
1997,3,29,21.3,26.6,16,33.24,0
1997,3,30,19.3,22.4,16.2,33.06,0
1997,3,31,19.6,21.6,17.6,32.87,0
1997,4,1,22.5,26.8,18.2,32.68,13.6
1997,4,2,22.6,27.2,18,32.5,0.3
1997,4,3,22.4,27,17.8,32.31,6.5
1997,4,4,23.9,30.4,17.4,32.13,0
1997,4,5,23.3,27.8,18.8,31.94,0
1997,4,6,20.7,25.4,16,31.76,0
1997,4,7,21,25.2,16.8,31.57,0
1997,4,8,21.4,26,16.8,31.38,0
1997,4,9,21.5,26.8,16.2,31.2,0
1997,4,10,20.8,27.2,14.4,31.01,0
1997,4,11,20.5,26,15,30.82,0
1997,4,12,20.7,27.8,13.6,30.64,0
1997,4,13,21.3,28.6,14,30.46,0
1997,4,14,22.6,29.4,15.8,30.27,0
1997,4,15,22.8,29,16.6,30.08,0
1997,4,16,24,30,18,29.89,0
1997,4,17,22.2,26,18.4,29.71,0
1997,4,18,22.3,26.4,18.2,29.53,19.6
1997,4,19,22.7,28.8,16.6,29.35,0
1997,4,20,20.5,25,16,29.17,0
1997,4,21,20.8,25,16.6,28.99,1.9
1997,4,22,22.7,28,17.4,28.81,0
1997,4,23,22.2,27.6,16.8,28.63,0
1997,4,24,21.6,27.2,16,28.46,0
1997,4,25,22,29,15,28.29,0
1997,4,26,21.7,28.2,15.2,28.11,2.8
1997,4,27,22.1,28.4,15.8,27.94,0
1997,4,28,21.5,28.2,14.8,27.77,0
1997,4,29,20.1,27.4,12.8,27.6,0
1997,4,30,21.2,29,13.4,27.43,0
1997,5,1,22.3,29,15.6,27.27,0
1997,5,2,22.6,29.4,15.8,27.1,0
1997,5,3,23.1,30,16.2,26.94,0
1997,5,4,22.3,27.8,16.8,26.78,0
1997,5,5,22.2,26.8,17.6,26.63,0
1997,5,6,21.4,27,15.8,26.47,0
1997,5,7,20.9,27,14.8,26.32,0
1997,5,8,21.7,28.2,15.2,26.16,0
1997,5,9,21.1,26.8,15.4,26.02,0
1997,5,10,21.2,27,15.4,25.87,0
1997,5,11,21.5,27,16,25.72,0
1997,5,12,21.5,27.6,15.4,25.58,0
1997,5,13,19.8,26,13.6,25.44,0
1997,5,14,18.2,22.8,13.6,25.31,0
1997,5,15,18,22.6,13.4,25.17,0
1997,5,16,18.3,21.6,15,25.04,0
1997,5,17,19.8,25.4,14.2,24.91,0
1997,5,18,20.4,26.6,14.2,24.79,0
1997,5,19,20.9,27.2,14.6,24.66,0
1997,5,20,20.9,27.8,14,24.54,0
1997,5,21,21.2,28.8,13.6,24.43,0
1997,5,22,17.9,21.2,14.6,24.31,0
1997,5,23,18.4,23.2,13.6,24.2,8
1997,5,24,18.5,22,15,24.1,0
1997,5,25,15.8,17.4,14.2,23.99,51.2
1997,5,26,18.8,26.6,11,23.89,3.6
1997,5,27,18.2,25,11.4,23.79,0
1997,5,28,15.4,17.4,13.4,23.7,0
1997,5,29,16.8,20.4,13.2,23.61,8.4
1997,5,30,14.8,20,9.6,23.53,0
1997,5,31,15.1,20.2,10,23.44,0
1997,6,1,15.1,20.2,10,23.36,0
1997,6,2,16.1,22.2,10,23.28,0
1997,6,3,15.2,20,10.4,23.21,0
1997,6,4,15.5,20,11,23.14,2.5
1997,6,5,15.3,16.8,13.8,23.08,38.3
1997,6,6,17.1,19.4,14.8,23.01,31
1997,6,7,16.1,20,12.2,22.96,0.6
1997,6,8,9.9,15.6,4.2,22.9,0
1997,6,9,11.9,19.4,4.4,22.84,0
1997,6,10,14.2,22.4,6,22.8,0
1997,6,11,16.8,24.4,9.2,22.76,0
1997,6,12,18.5,23,14,22.72,13
1997,6,13,19.4,25.4,13.4,22.68,0
1997,6,14,17.7,21.6,13.8,22.65,0
1997,6,15,15.7,16.6,14.8,22.63,17
1997,6,16,15.9,20,11.8,22.6,10.3
1997,6,17,15.2,20.4,10,22.58,0
1997,6,18,17.1,23.8,10.4,22.57,0
1997,6,19,20.6,27.4,13.8,22.55,0
1997,6,20,18,20.6,15.4,22.55,0.3
1997,6,21,21,27.4,14.6,22.54,16.8
1997,6,22,21.6,27.8,15.4,22.54,0
1997,6,23,21.3,27.6,15,22.54,0
1997,6,24,20.4,27,13.8,22.55,0
1997,6,25,20.3,26.6,14,22.57,0
1997,6,26,21,27.2,14.8,22.58,0
1997,6,27,19.6,23.6,15.6,22.6,0
1997,6,28,19.9,23.8,16,22.62,0
1997,6,29,20,24.6,15.4,22.65,0
1997,6,30,18.6,21.6,15.6,22.68,0
1997,7,1,18.2,21.6,14.8,22.71,0
1997,7,2,20.2,26.6,13.8,22.75,0
1997,7,3,20.7,27.2,14.2,22.79,0
1997,7,4,20.6,26.2,15,22.84,0
1997,7,5,19.3,23.4,15.2,22.89,0
1997,7,6,19.4,24.8,14,22.94,0
1997,7,7,20.2,25.4,15,23,0
1997,7,8,21.1,26.4,15.8,23.06,0
1997,7,9,20.5,26.2,14.8,23.12,0
1997,7,10,19.2,25.4,13,23.19,0
1997,7,11,18.4,25,11.8,23.26,0
1997,7,12,19.2,25.2,13.2,23.34,0
1997,7,13,20,25.8,14.2,23.41,0
1997,7,14,19.1,25.6,12.6,23.49,0
1997,7,15,19.8,27,12.6,23.58,0
1997,7,16,20.6,29,12.2,23.66,0
1997,7,17,20.8,26.8,14.8,23.76,0
1997,7,18,19.8,24.6,15,23.86,0
1997,7,19,20.2,26,14.4,23.96,0
1997,7,20,20.3,26.6,14,24.05,0
1997,7,21,16.9,19.2,14.6,24.16,0.6
1997,7,22,16.2,20.4,12,24.27,22
1997,7,23,17,23.2,10.8,24.37,0
1997,7,24,17.5,24,11,24.49,0
1997,7,25,18.1,23.2,13,24.61,0
1997,7,26,17.8,23.4,12.2,24.73,0
1997,7,27,17.6,24.2,11,24.85,0
1997,7,28,17.9,25.8,10,24.97,0
1997,7,29,18.6,26.6,10.6,25.1,0
1997,7,30,18.5,26.6,10.4,25.23,0
1997,7,31,19.4,27.6,11.2,25.36,0
1997,8,1,20.2,28.4,12,25.5,0
1997,8,2,21.6,29.8,13.4,25.63,0
1997,8,3,21.7,28.4,15,25.77,0
1997,8,4,20.7,25.4,16,25.91,0
1997,8,5,17.6,19,16.2,26.05,0
1997,8,6,17.1,20,14.2,26.2,0
1997,8,7,20.8,27.2,14.4,26.35,0
1997,8,8,17.8,20.6,15,26.5,0
1997,8,9,15.3,18.8,11.8,26.65,0
1997,8,10,13.7,19.4,8,26.8,0
1997,8,11,16.6,23.8,9.4,26.96,0
1997,8,12,17.5,25.4,9.6,27.12,0
