YEAR,MM,DD,tmed,tmax,tmin,Ra,Rain
2013,3,16,25.5,31,20,35.52,0.8
2013,3,17,24.4,28.4,20.4,35.35,7.4
2013,3,18,20.75,24.4,17.1,35.18,0.3
2013,3,19,19.3,22,16.6,35,0
2013,3,20,20.8,25.3,16.3,34.83,1
2013,3,21,20.35,23.8,16.9,34.66,17
2013,3,22,20.65,23.8,17.5,34.48,1.5
2013,3,23,23.35,27.7,19,34.3,0
2013,3,24,24.25,29.7,18.8,34.12,0
2013,3,25,24.05,29.7,18.4,33.94,10.9
2013,3,26,24.25,28.7,19.8,33.76,0
2013,3,27,21.75,25.1,18.4,33.57,1.8
2013,3,28,22.4,27.5,17.3,33.39,0
2013,3,29,21.4,27.1,15.7,33.21,0
2013,3,30,22.35,27.7,17,33.02,0
2013,3,31,23.5,29.2,17.8,32.84,0
2013,4,1,24.35,29.9,18.8,32.66,0
2013,4,2,25.85,31.6,20.1,32.47,0
2013,4,3,21,23.3,18.7,32.28,16
2013,4,4,23.15,27.5,18.8,32.09,0
2013,4,5,23.85,27.6,20.1,31.9,6.1
2013,4,6,22.35,25.3,19.4,31.72,26.2
2013,4,7,23.55,27.9,19.2,31.53,0
2013,4,8,23.9,28.1,19.7,31.35,3
2013,4,9,24,29.1,18.9,31.16,0
2013,4,10,23.25,28.6,17.9,30.97,0
2013,4,11,22.2,26.1,18.3,30.78,1.8
2013,4,12,23.8,28.8,18.8,30.6,0
2013,4,13,24.35,28.5,20.2,30.41,22.4
2013,4,14,20.2,22.2,18.2,30.23,17.8
2013,4,15,18.3,24.4,12.2,30.05,0
2013,4,16,18.9,25.7,12.1,29.86,0
2013,4,17,18.95,24.8,13.1,29.68,0
2013,4,18,20.65,27.1,14.2,29.5,0
2013,4,19,20.95,27.1,14.8,29.32,0
2013,4,20,21.35,27.4,15.3,29.13,0
2013,4,21,20.3,26,14.6,28.95,0
2013,4,22,20.4,25.7,15.1,28.77,0
2013,4,23,20.55,26.4,14.7,28.6,0
2013,4,24,20.7,26.4,15,28.43,0
2013,4,25,20.7,26.4,15,28.26,0
2013,4,26,20.65,26.1,15.2,28.09,0
2013,4,27,21.5,27.3,15.7,27.91,0
2013,4,28,21.75,27.7,15.8,27.75,0
2013,4,29,21.75,27.4,16.1,27.58,0
2013,4,30,21,27.3,14.7,27.41,0
2013,5,1,22.6,29.6,15.6,27.24,0
2013,5,2,23.8,29.8,17.8,27.08,0
2013,5,3,22.95,29.6,16.3,26.92,0
2013,5,4,23.1,30.2,16,26.76,0
2013,5,5,23.55,30.3,16.8,26.6,0
2013,5,6,22.45,30,14.9,26.45,0.3
2013,5,7,17.15,24,10.3,26.29,0
2013,5,8,16.3,22.8,9.8,26.14,0
2013,5,9,16.95,22.8,11.1,25.99,0
2013,5,10,19.15,26.3,12,25.85,0
2013,5,11,21.25,28.2,14.3,25.71,0
2013,5,12,20.15,27.8,12.5,25.56,0
2013,5,13,20.25,28.1,12.4,25.42,0
2013,5,14,21.75,29.4,14.1,25.28,0
2013,5,15,22.45,29.4,15.5,25.15,0
2013,5,16,23.45,30.6,16.3,25.02,0
2013,5,17,23.65,30.4,16.9,24.89,0
2013,5,18,19.05,22,16.1,24.77,0
2013,5,19,21.35,26.7,16,24.66,0
2013,5,20,21.75,27.1,16.4,24.54,0
2013,5,21,22.9,28.7,17.1,24.43,0
2013,5,22,22.35,27.2,17.5,24.31,0
2013,5,23,19.45,24.2,14.7,24.2,8.6
2013,5,24,19.05,22.6,15.5,24.09,0
2013,5,25,17.15,21.1,13.2,23.98,0
2013,5,26,19.2,24.7,13.7,23.89,0
2013,5,27,19.6,25.7,13.5,23.79,0
2013,5,28,15,17.6,12.4,23.7,12.2
2013,5,29,14.8,16.4,13.2,23.62,31.5
2013,5,30,16.35,18,14.7,23.53,10.2
2013,5,31,18.55,21.7,15.4,23.45,0
2013,6,1,19.45,25.5,13.4,23.36,0
2013,6,2,20.2,27,13.4,23.28,0
2013,6,3,17.7,21,14.4,23.21,18.3
2013,6,4,15.7,20.9,10.5,23.14,0
2013,6,5,18.15,23.7,12.6,23.08,0
2013,6,6,18.95,25.6,12.3,23.02,0
2013,6,7,20.1,27,13.2,22.96,0
2013,6,8,20.5,27,14,22.91,0
2013,6,9,20.35,25.8,14.9,22.86,0
2013,6,10,20,26.7,13.3,22.81,0
2013,6,11,20.35,26.8,13.9,22.77,0
2013,6,12,21.2,27.1,15.3,22.73,13
2013,6,13,20.1,25.9,14.3,22.7,0
2013,6,14,19.6,26,13.2,22.67,0.3
2013,6,15,19.3,24.8,13.8,22.64,0
2013,6,16,18.1,21.7,14.5,22.62,0
2013,6,17,21.2,26.5,15.9,22.6,16.8
2013,6,18,17.75,22.5,13,22.58,0
2013,6,19,18.6,25.2,12,22.57,0
2013,6,20,19.75,27,12.5,22.56,0
2013,6,21,20.55,25.2,15.9,22.56,0
2013,6,22,21.65,26.6,16.7,22.56,1
2013,6,23,18.25,23.1,13.4,22.57,1.5
2013,6,24,18.9,23.8,14,22.59,2.8
2013,6,25,19.55,23.8,15.3,22.6,0
2013,6,26,18.7,21.1,16.3,22.61,8.4
2013,6,27,18.7,21.3,16.1,22.63,7.4
2013,6,28,18.3,21.3,15.3,22.65,0
2013,6,29,20.4,26.6,14.2,22.68,0
2013,6,30,21.75,28.8,14.7,22.71,0
2013,7,1,18.7,20.7,16.7,22.74,18.8
2013,7,2,18.8,23.2,14.4,22.78,7.9
2013,7,3,17.8,21.8,13.8,22.82,0.3
2013,7,4,19.5,26,13,22.87,0
2013,7,5,20.05,26.5,13.6,22.91,0
2013,7,6,19.1,26.8,11.4,22.96,0
2013,7,7,18.85,27,10.7,23.02,0
2013,7,8,19.4,26.6,12.2,23.08,0
2013,7,9,19.25,24.5,14,23.15,0
2013,7,10,18.9,23.5,14.3,23.23,0
2013,7,11,18.75,24.8,12.7,23.3,0
2013,7,12,16.85,24.1,9.6,23.38,0
2013,7,13,17.6,25.1,10.1,23.46,0
2013,7,14,19.75,26.1,13.4,23.54,0
2013,7,15,19.25,26.6,11.9,23.63,3
2013,7,16,18.85,25.5,12.2,23.71,0
2013,7,17,16.7,23.8,9.6,23.81,0
2013,7,18,17.45,25.2,9.7,23.9,0
2013,7,19,20.45,27.8,13.1,24,0
2013,7,20,21,28.1,13.9,24.11,0.8
2013,7,21,21.2,28.3,14.1,24.21,0.8
2013,7,22,21.35,26.3,16.4,24.32,1.3
2013,7,23,19.35,24.8,13.9,24.43,14.2
2013,7,24,10.7,14.4,7,24.54,2.5
2013,7,25,9.45,11.7,7.2,24.65,10.7
2013,7,26,9.85,13.7,6,24.77,0.3
2013,7,27,13.2,16.7,9.7,24.89,0
2013,7,28,14.95,22.7,7.2,25.02,0
2013,7,29,15.2,22.8,7.6,25.15,0
2013,7,30,16.05,24.1,8,25.28,0
2013,7,31,19.9,27.8,12,25.41,0
2013,8,1,19,27.2,10.8,25.54,0
2013,8,2,19.05,28.1,10,25.68,0
2013,8,3,20.4,30.3,10.5,25.82,0
2013,8,4,21.05,30.3,11.8,25.96,0
2013,8,5,22.5,29.8,15.2,26.1,0
2013,8,6,21.95,29.2,14.7,26.25,0
2013,8,7,22.4,29.5,15.3,26.4,0
2013,8,8,21.7,28.8,14.6,26.55,0
2013,8,9,20.65,28.2,13.1,26.7,0
2013,8,10,20.75,28.6,12.9,26.86,0
2013,8,11,18.7,29.4,8,27.01,0
2013,8,12,12.85,17,8.7,27.17,0
2013,8,13,18.2,27.3,9.1,27.32,0
2013,8,14,21.7,28.1,15.3,27.49,0.8
2013,8,15,12.4,16.6,8.2,27.65,0.2
2013,8,16,11.7,16.6,6.8,27.82,0
2013,8,17,18.1,25.3,10.9,27.98,0
2013,8,18,18.2,22.8,13.6,28.15,0
2013,8,19,18.2,23.1,13.3,28.32,0
2013,8,20,19.25,25.9,12.6,28.49,0
2013,8,21,18.45,26.3,10.6,28.66,0
2013,8,22,19.55,27.7,11.4,28.83,0
2013,8,23,21.2,28,14.4,29,0
2013,8,24,23.5,31,16,29.18,0
2013,8,25,23.1,31.1,15.1,29.35,0
2013,8,26,22.1,30.6,13.6,29.52,0
2013,8,27,18.1,25.3,10.9,29.7,2.5
2013,8,28,9.6,13.3,5.9,29.87,0
2013,8,29,14.5,20.7,8.3,30.05,0
2013,8,30,18.2,26.4,10,30.22,0
2013,8,31,20.65,29.2,12.1,30.4,0
2013,9,1,21.6,29.3,13.9,30.57,0
2013,9,2,23.4,31.7,15.1,30.75,0
2013,9,3,19.3,24.8,13.8,30.93,0
2013,9,4,17.65,19.9,15.4,31.11,4.1
2013,9,5,19.75,26.7,12.8,31.3,0
2013,9,6,20.3,26.7,13.9,31.48,0
2013,9,7,20.45,27.5,13.4,31.66,0
2013,9,8,21.35,27.7,15,31.83,0
2013,9,9,22.2,29.6,14.8,32.01,0
2013,9,10,23.35,30.4,16.3,32.19,0
2013,9,11,23.65,31.3,16,32.37,0
2013,9,12,23.3,30.7,15.9,32.55,0
2013,9,13,23.05,30,16.1,32.73,0
2013,9,14,22.45,30.2,14.7,32.9,0
2013,9,15,23,31.4,14.6,33.08,0
2013,9,16,24.9,32,17.8,33.26,0
2013,9,17,25.65,33.6,17.7,33.43,7.6
2013,9,18,18.25,19.3,17.2,33.6,11.2
2013,9,19,20.2,24.5,15.9,33.78,2.3
2013,9,20,22.6,28.3,16.9,33.95,0
2013,9,21,25.9,32.7,19.1,34.13,0
2013,9,22,27.85,34.2,21.5,34.3,0
2013,9,23,23.9,30.3,17.5,34.47,1
2013,9,24,22.4,28.2,16.6,34.64,0
2013,9,25,16.25,21.7,10.8,34.81,0
2013,9,26,16.45,21.4,11.5,34.97,0
2013,9,27,16.7,22.9,10.5,35.14,0
2013,9,28,19.85,27.1,12.6,35.3,0
2013,9,29,23.2,32,14.4,35.47,5.3
2013,9,30,18.95,22.5,15.4,35.63,0.3
2013,10,1,20.35,24,16.7,35.79,6.9
2013,10,2,21.7,26.1,17.3,35.95,13.5
2013,10,3,20.65,24,17.3,36.11,0.3
2013,10,4,21.8,26.3,17.3,36.26,20.6
2013,10,5,19.6,21.7,17.5,36.42,1.5
2013,10,6,19.95,26.8,13.1,36.57,0
2013,10,7,19.25,24.7,13.8,36.72,0
2013,10,8,18.5,23.5,13.5,36.88,0
2013,10,9,19.7,25.4,14,37.03,0
2013,10,10,20.65,27.2,14.1,37.17,0
2013,10,11,21.25,28.1,14.4,37.31,0
2013,10,12,21.75,27.3,16.2,37.45,0
2013,10,13,21.05,25.9,16.2,37.6,0
2013,10,14,23.9,30.1,17.7,37.74,0
2013,10,15,26.05,31.8,20.3,37.88,0.5
2013,10,16,24.35,30.9,17.8,38.02,11.4
2013,10,17,19.25,20.5,18,38.16,4.8
2013,10,18,21.65,26.3,17,38.3,0
2013,10,19,20.95,27,14.9,38.43,5.8
2013,10,20,22.95,29.4,16.5,38.55,0
2013,10,21,24.9,31.9,17.9,38.67,0
2013,10,22,26.35,34.1,18.6,38.79,15.5
2013,10,23,25.55,31.7,19.4,38.9,0
2013,10,24,25.85,31.9,19.8,39.02,0
2013,10,25,27.65,33.3,22,39.14,0
2013,10,26,23.95,28.2,19.7,39.26,0
2013,10,27,26.65,32.8,20.5,39.38,0
2013,10,28,23.8,32.1,15.5,39.5,0
2013,10,29,20.05,26.2,13.9,39.61,0
2013,10,30,21.95,28.4,15.5,39.71,0
2013,10,31,22.5,28.8,16.2,39.82,0.3
2013,11,1,22.65,28.5,16.8,39.92,0
2013,11,2,23.25,29.2,17.3,40.03,0
2013,11,3,24.4,30.9,17.9,40.14,0
2013,11,4,26.6,32.8,20.4,40.23,0
2013,11,5,20.15,24,16.3,40.33,41.7
2013,11,6,19.25,21.9,16.6,40.42,1
2013,11,7,17.25,19,15.5,40.5,7.1
2013,11,8,21.4,26.5,16.3,40.6,0
2013,11,9,22.9,29.4,16.4,40.69,0
2013,11,10,25,30.5,19.5,40.78,0
2013,11,11,26.9,33.6,20.2,40.87,0
2013,11,12,28.6,35.9,21.3,40.95,2.8
2013,11,13,25.2,30,20.4,41.03,0
2013,11,14,22.55,29.6,15.5,41.1,0
2013,11,15,23.65,31.2,16.1,41.17,0
2013,11,16,25.15,32.3,18,41.24,0
2013,11,17,24.85,31.5,18.2,41.31,5.8
2013,11,18,22.5,27.6,17.4,41.38,0.3
2013,11,19,24.2,29.6,18.8,41.46,2.5
2013,11,20,25.6,32.4,18.8,41.52,0
2013,11,21,27,33.5,20.5,41.59,0
2013,11,22,27.45,34,20.9,41.65,0
2013,11,23,21.4,23.8,19,41.71,5.3
2013,11,24,21.15,24.3,18,41.77,2.3
2013,11,25,22.4,26.1,18.7,41.82,3
2013,11,26,20.45,22.4,18.5,41.87,1.3
2013,11,27,21.95,25.9,18,41.92,3.6
2013,11,28,24.25,30,18.5,41.96,0
2013,11,29,27.5,33.4,21.6,42.01,0
2013,11,30,27,34.1,19.9,42.05,9.1
2013,12,1,25.2,29.4,21,42.1,2.5
2013,12,2,25.7,30.5,20.9,42.14,0
2013,12,3,25.95,30.7,21.2,42.18,3
2013,12,4,26.85,33,20.7,42.22,0
2013,12,5,28,34.9,21.1,42.26,0
2013,12,6,26.7,35.1,18.3,42.29,6.9
2013,12,7,24.95,31,18.9,42.33,0
2013,12,8,25.5,31.6,19.4,42.36,1.3
2013,12,9,26.7,32.4,21,42.39,2.8
2013,12,10,27.45,33.8,21.1,42.42,6.1
2013,12,11,23.65,27.6,19.7,42.44,33.5
2013,12,12,22.95,27.6,18.3,42.46,0
2013,12,13,23.25,28.6,17.9,42.48,0
2013,12,14,23.85,30,17.7,42.49,0
2013,12,15,25.25,30.3,20.2,42.51,0
2013,12,16,25.55,32.6,18.5,42.53,0
2013,12,17,24.3,31.7,16.9,42.54,0
2013,12,18,24,29.9,18.1,42.56,0
2013,12,19,25.05,31.8,18.3,42.57,0
2013,12,20,25.05,30.6,19.5,42.57,0
2013,12,21,25.4,31.4,19.4,42.58,0
2013,12,22,24.65,30.3,19,42.58,0
2013,12,23,26.3,32.3,20.3,42.59,0
2013,12,24,24.35,28.5,20.2,42.59,0
2013,12,25,25.75,30.1,21.4,42.59,0.8
2013,12,26,25.2,28.6,21.8,42.58,0
2013,12,27,28.15,33.1,23.2,42.58,0
2013,12,28,29.65,36.1,23.2,42.58,0
2013,12,29,26.8,33.1,20.5,42.57,39.1
2013,12,30,26,31,21,42.56,0.5
2013,12,31,25.7,29.8,21.6,42.55,1.3
2014,1,1,26.05,30.2,21.9,42.54,0
2014,1,2,25.75,31.3,20.2,42.52,25.4
2014,1,3,27.6,34.1,21.1,42.5,0
2014,1,4,28.9,34.1,23.7,42.47,0
2014,1,5,28.25,34.5,22,42.43,0.3
2014,1,6,26.6,32.7,20.5,42.39,9.7
2014,1,7,25.95,32.7,19.2,42.36,0
2014,1,8,26.9,33.1,20.7,42.34,0
2014,1,9,26.55,32.5,20.6,42.32,1.5
2014,1,10,27.25,33.7,20.8,42.31,0
2014,1,11,26.9,34.2,19.6,42.29,0
2014,1,12,26.75,32.9,20.6,42.27,0
2014,1,13,26.4,33,19.8,42.24,0
2014,1,14,25.35,32,18.7,42.2,0
2014,1,15,25.45,33,17.9,42.15,37.3
2014,1,16,25.2,32.4,18,42.11,50.8
2014,1,17,23.2,26.8,19.6,42.07,13
2014,1,18,24.8,31.7,17.9,42.02,10.9
2014,1,19,24.7,30.6,18.8,41.97,0
2014,1,20,26,32.3,19.7,41.91,0
2014,1,21,26.6,33.6,19.6,41.86,0
2014,1,22,27.4,32.8,22,41.8,0
2014,1,23,25.85,32.7,19,41.74,27.9
2014,1,24,26.65,32.3,21,41.68,0
2014,1,25,25.6,32.7,18.5,41.62,4.6
2014,1,26,27.3,33.9,20.7,41.55,0
2014,1,27,27.6,33.6,21.6,41.49,0
2014,1,28,27,33.4,20.6,41.42,0
2014,1,29,27.65,34.4,20.9,41.35,0
2014,1,30,27.45,34.2,20.7,41.27,0
2014,1,31,27.45,34.2,20.7,41.18,0
2014,2,1,27.8,35.2,20.4,41.07,0
2014,2,2,29.75,35.3,24.2,40.97,0
2014,2,3,28.65,35.2,22.1,40.89,0
2014,2,4,28.9,35.1,22.7,40.81,0
2014,2,5,30.05,35.9,24.2,40.74,0
2014,2,6,29.7,36.6,22.8,40.66,0
2014,2,7,28.55,36,21.1,40.59,0
2014,2,8,28.7,36,21.4,40.5,0
2014,2,9,28,34.9,21.1,40.4,2.5
2014,2,10,28.35,35.2,21.5,40.29,0
2014,2,11,28.65,35.3,22,40.18,0
2014,2,12,29.15,34.9,23.4,40.07,0
2014,2,13,26.9,33.4,20.4,39.95,0
2014,2,14,27.8,34.5,21.1,39.84,0
2014,2,15,26.75,33,20.5,39.73,2.5
2014,2,16,23.7,27.3,20.1,39.63,1.5
2014,2,17,23.45,27.5,19.4,39.52,1
2014,2,18,23.45,27.4,19.5,39.41,3.3
2014,2,19,24.15,30.5,17.8,39.28,0
2014,2,20,25.4,32.1,18.7,39.16,0
2014,2,21,26.4,32.5,20.3,39.03,0
2014,2,22,28.1,33.4,22.8,38.89,0
2014,2,23,25.75,31.7,19.8,38.76,0
2014,2,24,25.35,30.7,20,38.63,0
2014,2,25,26.5,31.4,21.6,38.51,0
2014,2,26,25.7,32,19.4,38.38,0
2014,2,27,27.5,34.3,20.7,38.24,0
2014,2,28,27.65,34.9,20.4,38.09,3.3
2014,3,1,23.8,29.3,18.3,37.94,21.1
2014,3,2,23.45,28,18.9,37.79,0
2014,3,3,25.8,31.3,20.3,37.65,0
2014,3,4,25.4,30.4,20.4,37.51,0
2014,3,5,25.9,30.9,20.9,37.36,0.5
2014,3,6,21.8,24.8,18.8,37.21,11.9
2014,3,7,24.5,30.3,18.7,37.06,0
2014,3,8,24.65,30.3,19,36.9,3.3
2014,3,9,22.4,27.6,17.2,36.74,0.3
2014,3,10,24.7,30.9,18.5,36.57,0
2014,3,11,25.9,32.7,19.1,36.4,4.8
2014,3,12,25.2,30.9,19.5,36.23,7.9
2014,3,13,24.35,28.9,19.8,36.07,3.3
2014,3,14,25.35,29.8,20.9,35.91,0
2014,3,15,27,32.7,21.3,35.74,0
2014,3,16,27.1,32.6,21.6,35.57,0
2014,3,17,26.35,33.7,19,35.4,0
2014,3,18,26.1,33.2,19,35.23,0
2014,3,19,26.45,34.1,18.8,35.06,10.7
2014,3,20,24.8,30.5,19.1,34.88,0.3
2014,3,21,26.35,31.9,20.8,34.71,8.1
2014,3,22,24.05,29,19.1,34.53,26.4
2014,3,23,23.9,28.1,19.7,34.35,0
2014,3,24,21.3,24.9,17.7,34.17,0
2014,3,25,22.25,26.8,17.7,33.99,0
2014,3,26,23.3,28.2,18.4,33.81,0
2014,3,27,23.4,28.5,18.3,33.63,0
2014,3,28,24.55,30,19.1,33.45,0
2014,3,29,24.75,30.5,19,33.26,0
2014,3,30,25.1,30.4,19.8,33.08,0
2014,3,31,24.95,29.7,20.2,32.89,0
2014,4,1,24.15,29.7,18.6,32.7,3.6
2014,4,2,25.7,31.4,20,32.51,0
2014,4,3,24.8,30.6,19,32.32,0.3
2014,4,4,25.4,30.7,20.1,32.13,0
2014,4,5,23.85,29.7,18,31.95,0
2014,4,6,24.25,31.5,17,31.77,0
2014,4,7,24.1,31.7,16.5,31.59,0
2014,4,8,25.35,32.6,18.1,31.4,0
2014,4,9,25.55,32.7,18.4,31.22,0
2014,4,10,25.65,33.3,18,31.03,0
2014,4,11,24.95,30.2,19.7,30.84,0
2014,4,12,26.35,32.5,20.2,30.65,0
2014,4,13,26.15,32.7,19.6,30.47,36.1
2014,4,14,24.1,27.8,20.4,30.28,0
2014,4,15,20.6,23.5,17.7,30.08,0.5
2014,4,16,19.55,22.3,16.8,29.9,18.3
2014,4,17,22.3,26.3,18.3,29.71,0
2014,4,18,23.3,28.9,17.7,29.54,0
2014,4,19,23.7,29.5,17.9,29.36,0
2014,4,20,24.5,30.8,18.2,29.19,1
2014,4,21,23.4,28.4,18.4,29.01,0
2014,4,22,23.65,28.9,18.4,28.83,0
2014,4,23,20.1,24,16.2,28.65,0.8
2014,4,24,20.15,23.5,16.8,28.48,1.3
2014,4,25,20.55,25.1,16,28.3,0
2014,4,26,19.85,25.8,13.9,28.13,0
2014,4,27,19.15,24.6,13.7,27.96,0
2014,4,28,19.2,24,14.4,27.79,0
2014,4,29,18.25,23.9,12.6,27.61,0
2014,4,30,19.05,26,12.1,27.44,0
2014,5,1,18.7,25.8,11.6,27.27,0
2014,5,2,19.7,26.8,12.6,27.1,0
2014,5,3,21,26.9,15.1,26.94,0
2014,5,4,21.05,27.7,14.4,26.79,0
2014,5,5,20.8,28,13.6,26.64,0
2014,5,6,21.9,28.5,15.3,26.48,0
2014,5,7,22.7,29.1,16.3,26.33,0
2014,5,8,21.25,29.2,13.3,26.18,0
2014,5,9,21.75,29.3,14.2,26.02,0
2014,5,10,20.85,26.9,14.8,25.88,0
2014,5,11,19.45,24.2,14.7,25.73,0
2014,5,12,18.9,24.9,12.9,25.59,0
2014,5,13,19.9,26.4,13.4,25.45,0
2014,5,14,20.4,27.7,13.1,25.32,0
2014,5,15,20.8,27.8,13.8,25.19,0
2014,5,16,20.2,27.4,13,25.07,0
2014,5,17,20.95,27.9,14,24.94,0
2014,5,18,21.7,26.8,16.6,24.81,0
2014,5,19,21.3,27.5,15.1,24.69,0
2014,5,20,19.8,27,12.6,24.57,0
2014,5,21,20.95,27.9,14,24.45,0
2014,5,22,22.35,29.8,14.9,24.33,0
2014,5,23,23.15,30.7,15.6,24.22,19.6
2014,5,24,19.8,23.4,16.2,24.11,3.3
2014,5,25,18.25,21,15.5,24.01,0
2014,5,26,19.3,22.4,16.2,23.91,0
2014,5,27,15.8,22.9,8.7,23.81,0
2014,5,28,15.05,20.8,9.3,23.72,0
2014,5,29,17.7,22,13.4,23.63,0
2014,5,30,18.6,23.8,13.4,23.54,0
2014,5,31,18.65,24.9,12.4,23.46,0
2014,6,1,19.2,25.7,12.7,23.38,0
2014,6,2,18.2,21,15.4,23.3,8.9
2014,6,3,17.3,23.9,10.7,23.23,0
2014,6,4,16.15,22.1,10.2,23.16,0
2014,6,5,17.8,25.3,10.3,23.09,0
2014,6,6,20.7,28.8,12.6,23.03,0
2014,6,7,20.95,24.3,17.6,22.96,0
2014,6,8,22.5,30.6,14.4,22.91,0
2014,6,9,22.75,30.4,15.1,22.86,0
2014,6,10,22.75,28.4,17.1,22.81,0
2014,6,11,20.25,24.2,16.3,22.78,0
2014,6,12,20.8,26.4,15.2,22.74,0
2014,6,13,21,27.6,14.4,22.71,0
2014,6,14,21.1,27.6,14.6,22.68,0
2014,6,15,21.9,28,15.8,22.64,0
2014,6,16,21.35,26.3,16.4,22.62,0
2014,6,17,20.3,27,13.6,22.6,0
2014,6,18,21.05,28.2,13.9,22.58,0
2014,6,19,20.7,27.6,13.8,22.57,0
2014,6,20,17.5,21.6,13.4,22.56,0
2014,6,21,18,22.4,13.6,22.56,0
2014,6,22,18.9,23.7,14.1,22.56,0
2014,6,23,20.15,26.2,14.1,22.56,0
2014,6,24,18.75,25.7,11.8,22.57,0
2014,6,25,19.4,26.6,12.2,22.58,0
2014,6,26,20.1,27.4,12.8,22.59,0
2014,6,27,20.6,28.5,12.7,22.61,0
2014,6,28,21.65,29.1,14.2,22.64,0
2014,6,29,21.7,29.6,13.8,22.67,0
2014,6,30,18.6,24,13.2,22.7,0.3
2014,7,1,15.8,23.7,7.9,22.74,0
2014,7,2,16.2,24.3,8.1,22.77,0
2014,7,3,20.45,28.5,12.4,22.81,0
2014,7,4,23.4,30.5,16.3,22.85,0
2014,7,5,22.9,30.7,15.1,22.9,0
2014,7,6,23,29.6,16.4,22.94,0
2014,7,7,21.05,27.8,14.3,23,0
2014,7,8,19.7,25.1,14.3,23.06,2
2014,7,9,17.3,19.4,15.2,23.14,6.6
2014,7,10,18.65,22,15.3,23.21,3.6
2014,7,11,17.85,21.1,14.6,23.28,0
2014,7,12,17.95,21.7,14.2,23.36,0
2014,7,13,18.9,24,13.8,23.44,0
2014,7,14,19.15,25.4,12.9,23.52,0
2014,7,15,19,25.2,12.8,23.61,0
2014,7,16,18.95,25.1,12.8,23.69,0
2014,7,17,19.6,26.3,12.9,23.78,0
2014,7,18,21.3,28.2,14.4,23.88,0
2014,7,19,17.55,22.5,12.6,23.97,0
2014,7,20,16.45,22.4,10.5,24.07,0
2014,7,21,17,23.5,10.5,24.17,0
2014,7,22,18.8,26.7,10.9,24.28,0
2014,7,23,20.85,28.9,12.8,24.39,0
2014,7,24,20.5,28.5,12.5,24.5,0
2014,7,25,19.25,24.8,13.7,24.62,15.5
2014,7,26,14.05,16.5,11.6,24.74,0
2014,7,27,15.4,17.9,12.9,24.86,0
2014,7,28,16.6,18.8,14.4,24.99,0.5
2014,7,29,18.4,22.4,14.4,25.12,0
2014,7,30,18.1,23.7,12.5,25.25,0
2014,7,31,18.85,25.9,11.8,25.38,0
2014,8,1,18.95,26.1,11.8,25.52,0
2014,8,2,20,27.8,12.2,25.66,0
2014,8,3,20.5,28.4,12.6,25.8,0
2014,8,4,22.05,30.1,14,25.94,0
2014,8,5,23.35,31.6,15.1,26.08,0
2014,8,6,17.2,23.6,10.8,26.22,0
2014,8,7,19.8,28.7,10.9,26.37,0
2014,8,8,20.25,28.1,12.4,26.52,0
2014,8,9,20.7,26.2,15.2,26.67,0
2014,8,10,19.95,26.4,13.5,26.82,0
2014,8,11,20.4,26.9,13.9,26.97,0
2014,8,12,20.9,29.1,12.7,27.13,0
2014,8,13,22.85,31.7,14,27.29,0
2014,8,14,16.55,22.5,10.6,27.45,2.8
2014,8,15,13.1,14.2,12,27.61,0
2014,8,16,20.1,26.5,13.7,27.77,0
2014,8,17,21.35,27.3,15.4,27.93,2.3
2014,8,18,20.35,27.1,13.6,28.1,5.1
2014,8,19,19.65,26.8,12.5,28.27,0
2014,8,20,19.65,26.7,12.6,28.44,0
2014,8,21,21.05,28.8,13.3,28.61,0
2014,8,22,22.15,29.9,14.4,28.78,0
2014,8,23,23.5,30.8,16.2,28.95,0
2014,8,24,23.7,31.3,16.1,29.13,0
2014,8,25,23.4,32.7,14.1,29.3,0
2014,8,26,24.65,33,16.3,29.47,0
2014,8,27,23,30.7,15.3,29.65,2
2014,8,28,20.35,27.3,13.4,29.83,0
2014,8,29,19.5,26.2,12.8,30.01,0
2014,8,30,19.35,25.8,12.9,30.18,0
2014,8,31,20.7,28.8,12.6,30.36,0
2014,9,1,24,33.9,14.1,30.54,5.1
2014,9,2,21.15,25.9,16.4,30.72,0.5
2014,9,3,24.05,32.1,16,30.89,30.5
2014,9,4,20.9,26.1,15.7,31.07,0
2014,9,5,18.55,23,14.1,31.25,0
2014,9,6,18.95,26.3,11.6,31.43,0
2014,9,7,20.5,27.7,13.3,31.61,0
2014,9,8,21.9,28.3,15.5,31.78,0
2014,9,9,22.7,30,15.4,31.95,0
2014,9,10,24.45,31.4,17.5,32.13,0
2014,9,11,24.55,32.5,16.6,32.32,0
2014,9,12,25.4,33.7,17.1,32.5,0
2014,9,13,23.95,32.8,15.1,32.69,0
2014,9,14,23.95,31.6,16.3,32.87,0
2014,9,15,25.5,33.2,17.8,33.04,0
2014,9,16,25.55,33.7,17.4,33.22,0
2014,9,17,23.45,30.7,16.2,33.39,0
2014,9,18,23.5,31,16,33.57,0
2014,9,19,24.75,32.4,17.1,33.74,0
2014,9,20,24,29.1,18.9,33.91,0.8
2014,9,21,21,24,18,34.08,5.8
2014,9,22,20.65,26.9,14.4,34.25,0
2014,9,23,19.25,25.6,12.9,34.42,0
2014,9,24,23.4,31.9,14.9,34.59,0
2014,9,25,25.45,33.7,17.2,34.76,2.3
2014,9,26,22.6,27.4,17.8,34.93,6.4
2014,9,27,21.6,25.3,17.9,35.09,17.8
