Year,Month,quart.month,Rain,EP.Harg,EP.PM,P-EP.Harg,P-EP.PM,SPI,SPEI.Harg,SPEI.PM,Categ.SPI,Categ.SPEI.Harg,Categ.SPEI.PM
1991,5,19,15.78,17.5797653456196,19.1028745695178,-1.79976534561963,-3.3228745695178,0.553429507232556,0.669364086363416,0.609188211661011,Normal,Normal,Normal
1991,5,20,2.28,26.6299935057699,30.7358264377491,-24.3499935057699,-28.4558264377491,-1.02979039603215,-1.19704319349349,-1.23135265387956,mod.dry,mod.dry,mod.dry
1991,6,21,0.72,17.8467828860814,19.8160691036015,-17.1267828860814,-19.0960691036015,-0.73259050268795,-0.837196457261849,-0.832177604446219,Normal,Normal,Normal
1991,6,22,2.11,14.5535855328353,16.7084059002096,-12.4435855328353,-14.5984059002096,-0.0569523720223568,0.168239952882501,0.0934409100739617,Normal,Normal,Normal
1991,6,23,9.83,16.4500893643088,16.5342015561256,-6.62008936430878,-6.70420155612556,0.568371764934797,0.679509748017443,0.68535458275069,Normal,Normal,Normal
1991,6,24,38.71,18.6164359986356,18.195542417841,20.0935640013644,20.514457582159,1.55553383274277,1.70968751325246,1.67585283773195,sev.wet,sev.wet,sev.wet
1991,7,25,1.61,15.043436456484,18.8112034704635,-13.433436456484,-17.2012034704635,0.308330277275765,0.556538403238924,0.279469189140462,Normal,Normal,Normal
1991,7,26,21.34,15.2307916260508,15.4263518461622,6.10920837394916,5.91364815383778,0.866386773424691,1.0167414812679,1.0049029411137,Normal,mod.wet,mod.wet
1991,7,27,0.7,17.8241564586291,18.7923598315151,-17.1241564586291,-18.0923598315151,-0.284861166623186,-0.112403614846712,0.0405534929824599,Normal,Normal,Normal
1991,7,28,0.27,27.4279591227165,30.2019885484531,-27.1579591227165,-29.9319885484531,-0.903320805665365,-0.598130872453462,-0.454886206852986,Normal,Normal,Normal
1991,8,29,10.48,19.0668894423327,19.1759736507549,-8.5868894423327,-8.69597365075486,0.985916237790818,1.13637269219101,1.05777603233365,Normal,mod.wet,mod.wet
1991,8,30,7.62,21.7611530992741,20.5931771786408,-14.1411530992741,-12.9731771786408,0.948540598721289,0.990778980594166,1.08437167776589,Normal,Normal,mod.wet
1991,8,31,0.06,22.4712594416721,24.5009408953447,-22.4112594416721,-24.4409408953447,-0.65634440540823,-0.0383125317705403,-0.00463007979495814,Normal,Normal,Normal
1991,8,32,0.13,37.9441825517657,38.8173696255193,-37.8141825517657,-38.6873696255193,-1.07572392321584,-0.488092802808765,-0.24428289148397,mod.dry,Normal,Normal
1991,9,33,2.26,25.7173229314531,25.9014979767562,-23.4573229314531,-23.6414979767562,-0.557312673048442,-0.268227275654128,-0.219116668056304,Normal,Normal,Normal
1991,9,34,0.01,30.8995982886272,30.4307835860977,-30.8895982886272,-30.4207835860977,-1.26437300767595,-0.462946171968654,-0.317152361752795,mod.dry,Normal,Normal
1991,9,35,17.65,30.7921747435838,26.8534850081869,-13.1421747435838,-9.20348500818687,0.383535894872805,0.285636136695501,0.310159503592181,Normal,Normal,Normal
1991,9,36,84.67,37.6362892504088,31.5383266906295,47.0337107495912,53.1316733093705,1.74202593314411,1.75912156369805,1.69859589301652,sev.wet,sev.wet,sev.wet
